pl_name,hostname,disc_year,discoverymethod,sy_dist,pl_orbper,decade,5-years period
TOI-6016 b,TOI-6016,2024,Transit,364.715,4.023687,2020,2020
TOI-6029 b,TOI-6029,2024,Transit,603.119,5.7987,2020,2020
TOI-6034 b,TOI-6034,2024,Transit,117.992,2.576184,2020,2020
TOI-6038 A b,TOI-6038 A,2025,Transit,179.147,5.8267311,2025,2025
TOI-6054.01,TOI-6054,2024,Transit,79.407,7.501428,2020,2020
TOI-6054.02,TOI-6054,2024,Transit,79.407,12.563636,2020,2020
TOI-6086 b,TOI-6086,2024,Transit,31.4566,1.3888725,2020,2020
TOI-6109 b,TOI-6109,2025,Transit,151.738,5.690476,2025,2025
TOI-6109 c,TOI-6109,2025,Transit,151.738,8.538878,2025,2025
TOI-6130 b,TOI-6130,2024,Transit,220.882,2.392679,2020,2020
TOI-615 b,TOI-615,2023,Transit,360.408,4.6615983,2020,2020
TOI-620 b,TOI-620,2022,Transit,33.0231,5.0988179,2020,2020
TOI-622 b,TOI-622,2023,Transit,123.297,6.402513,2020,2020
TOI-6223 b,TOI-6223,2025,Transit,133.122,3.855219,2025,2025
TOI-6255 b,TOI-6255,2024,Transit,20.3167,0.23818244,2020,2020
TOI-628 b,TOI-628,2021,Transit,178.68,3.4095675,2020,2020
TOI-6303 b,TOI-6303,2025,Transit,152.219,9.485236,2025,2025
TOI-6324 b,TOI-6324,2025,Transit,20.5488,0.279221,2025,2025
TOI-6330 b,TOI-6330,2025,Transit,139.042,6.8500246,2025,2025
TOI-6383 A b,TOI-6383 A,2024,Transit,171.319,1.79058695,2020,2020
TOI-640 b,TOI-640,2021,Transit,341.997,5.003777,2020,2020
TOI-6420 b,TOI-6420,2025,Transit,634.712,6.961508,2025,2025
TOI-6478 b,TOI-6478,2025,Transit,38.6057,34.005019,2025,2025
TOI-654.01,TOI-654,2024,Transit,57.7553,1.527561,2020,2020
TOI-6628 b,TOI-6628,2025,Transit,320.527,18.18424,2025,2025
TOI-663 b,TOI-663,2024,Transit,64.2308,2.598902,2020,2020
TOI-663 c,TOI-663,2024,Transit,64.2308,4.6955507,2020,2020
TOI-663 d,TOI-663,2024,Transit,64.2308,7.1027268,2020,2020
TOI-6651 b,TOI-6651,2024,Transit,212.128,5.056973,2020,2020
TOI-669 b,TOI-669,2023,Transit,142.867,3.945152,2020,2020
TOI-6695 b,TOI-6695,2025,Transit,282.536,80.389,2025,2025
TOI-6695 c,TOI-6695,2025,Radial Velocity,282.536,242.4,2025,2025
TOI-672 b,TOI-672,2023,Transit,66.9071,3.633575,2020,2020
TOI-674 b,TOI-674,2021,Transit,46.0851,1.977143,2020,2020
TOI-677 b,TOI-677,2020,Transit,141.812,11.2365985,2020,2020
TOI-6894 b,TOI-6894,2025,Transit,73.8131,3.37077196,2025,2025
TOI-700 b,TOI-700,2020,Transit,31.1265,9.977219,2020,2020
TOI-700 c,TOI-700,2020,Transit,31.1265,16.051137,2020,2020
TOI-700 d,TOI-700,2020,Transit,31.1265,37.42396,2020,2020
TOI-700 e,TOI-700,2023,Transit,31.1265,27.80978,2020,2020
TOI-7041 b,TOI-7041,2025,Transit,439.52,9.691,2025,2025
TOI-712 b,TOI-712,2022,Transit,58.6212,9.531361,2020,2020
TOI-712 c,TOI-712,2022,Transit,58.6212,51.69906,2020,2020
TOI-712 d,TOI-712,2022,Transit,58.6212,84.8396,2020,2020
TOI-7149 b,TOI-7149,2025,Transit,126.126,2.65206166,2025,2025
TOI-715 b,TOI-715,2023,Transit,42.4048,19.288004,2020,2020
TOI-733 b,TOI-733,2023,Transit,75.2092,4.884765,2020,2020
TOI-756 b,TOI-756,2025,Transit,86.1759,1.2392495,2025,2025
TOI-756 c,TOI-756,2025,Radial Velocity,86.1759,149.4,2025,2025
TOI-757 b,TOI-757,2024,Transit,60.3418,17.46819,2020,2020
TOI-762 A b,TOI-762 A,2024,Transit,98.4458,3.4716826,2020,2020
TOI-763 b,TOI-763,2020,Transit,95.1274,5.6057,2020,2020
TOI-763 c,TOI-763,2020,Transit,95.1274,12.2737,2020,2020
TOI-771 b,TOI-771,2024,Transit,25.2788,2.3260155,2020,2020
TOI-771 c,TOI-771,2025,Radial Velocity,25.2788,7.61,2025,2025
TOI-776 b,TOI-776,2020,Transit,27.1701,8.24662,2020,2020
TOI-776 c,TOI-776,2020,Transit,27.1701,15.665323,2020,2020
TOI-778 b,TOI-778,2023,Transit,161.743,4.633611,2020,2020
TOI-782 b,TOI-782,2024,Transit,52.5122,8.0240015,2020,2020
TOI-784 b,HD 307842,2023,Transit,64.5997,2.7970365,2020,2020
TOI-813 b,TOI-813,2020,Transit,263.145,83.8911,2020,2020
TOI-815 b,TOI-815,2024,Transit,59.7117,11.197259,2020,2020
TOI-815 c,TOI-815,2024,Transit,59.7117,34.976145,2020,2020
TOI-824 b,TOI-824,2020,Transit,63.9262,1.392978,2020,2020
TOI-833 b,TOI-833,2022,Transit,41.7148,1.0418777,2020,2020
TOI-836 b,TOI-836,2023,Transit,27.5024,3.81673,2020,2020
TOI-836 c,TOI-836,2023,Transit,27.5024,8.59545,2020,2020
TOI-837 b,TOI-837,2020,Transit,142.488,8.3249113,2020,2020
TOI-849 b,TOI-849,2020,Transit,225.734,0.765548,2020,2020
TOI-858 B b,TOI-858 B,2023,Transit,250.489,3.2797178,2020,2020
TOI-871 b,TOI-871,2024,Transit,68.0473,14.362565,2020,2020
TOI-880 c,TOI-880,2025,Transit,60.6679,6.3872703,2025,2025
TOI-880.02,TOI-880,2024,Transit,60.6679,2.57571,2020,2020
TOI-892 b,TOI-892,2020,Transit,340.543,10.62656,2020,2020
TOI-904 b,TOI-904,2023,Transit,46.0891,10.8772,2020,2020
TOI-904 c,TOI-904,2023,Transit,46.0891,83.9997,2020,2020
TOI-905 b,TOI-905,2020,Transit,158.649,3.739494,2020,2020
TOI-907.01,TOI-907,2024,Transit,312.529,4.5849129,2020,2020
TOI-908 b,TOI-908,2023,Transit,175.748,3.183792,2020,2020
TOI-913 b,TOI-913,2023,Transit,65.1769,11.098644,2020,2020
TOI-942 b,TOI-942,2020,Transit,152.601,4.32421,2020,2020
TOI-942 c,TOI-942,2020,Transit,152.601,10.156272,2020,2020
TOI-954 b,TOI-954,2020,Transit,238.768,3.6849729,2020,2020
TOI-969 b,TOI-969,2022,Transit,77.2554,1.8237305,2020,2020
TOI-969 c,TOI-969,2022,Radial Velocity,77.2554,1700.0,2020,2020
TRAPPIST-1 b,TRAPPIST-1,2016,Transit,,1.510826,2015,2015
TRAPPIST-1 c,TRAPPIST-1,2016,Transit,,2.421937,2015,2015
TRAPPIST-1 d,TRAPPIST-1,2016,Transit,,4.049219,2015,2015
TRAPPIST-1 e,TRAPPIST-1,2017,Transit,,6.101013,2015,2015
TRAPPIST-1 f,TRAPPIST-1,2017,Transit,,9.20754,2015,2015
TRAPPIST-1 g,TRAPPIST-1,2017,Transit,,12.352446,2015,2015
TRAPPIST-1 h,TRAPPIST-1,2017,Transit,,18.772866,2015,2015
TYC 0434-04538-1 b,TYC 0434-04538-1,2021,Radial Velocity,613.422,193.2,2020,2020
TYC 1422-614-1 b,TYC 1422-614-1,2014,Radial Velocity,672.41,198.4,2010,2010
TYC 1422-614-1 c,TYC 1422-614-1,2014,Radial Velocity,672.41,559.3,2010,2010
TYC 2187-512-1 b,TYC 2187-512-1,2022,Radial Velocity,15.4744,691.9,2020,2020
TYC 3318-01333-1 b,TYC 3318-01333-1,2018,Radial Velocity,490.61,562.0,2015,2015
TYC 3667-1280-1 b,TYC 3667-1280-1,2016,Radial Velocity,477.516,26.468,2015,2015
TYC 4282-00605-1 b,TYC 4282-00605-1,2017,Radial Velocity,464.128,101.54,2015,2015
TYC 8998-760-1 b,TYC 8998-760-1,2020,Imaging,94.6177,,2020,2020
TYC 8998-760-1 c,TYC 8998-760-1,2020,Imaging,94.6177,,2020,2020
Teegarden's Star b,Teegarden's Star,2019,Radial Velocity,3.83078,4.90634,2015,2015
Teegarden's Star c,Teegarden's Star,2019,Radial Velocity,3.83078,11.416,2015,2015
Teegarden's Star d,Teegarden's Star,2024,Radial Velocity,3.83078,26.13,2020,2020
TrES-1 b,TrES-1,2004,Transit,159.658,3.03007,2000,2000
TrES-2 b,TrES-2,2006,Transit,215.32,2.47063,2005,2005
TrES-3 b,TrES-3,2007,Transit,231.337,1.30618581,2005,2005
TrES-4 b,TrES-4,2007,Transit,515.98,3.55395,2005,2005
TrES-5 b,TrES-5,2011,Transit,360.313,1.48224686,2010,2010
UCAC3 113-933 b,UCAC3 113-933,2024,Imaging,52.5829,,2020,2020
UCAC4 328-061594 b,UCAC4 328-061594,2024,Imaging,39.9089,,2020,2020
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,2018,Microlensing,6300.0,,2015,2015
USco CTIO 108 b,USco CTIO 108,2008,Imaging,144.019,,2005,2005
USco1556 b,USco1556 A,2019,Imaging,140.635,,2015,2015
USco1621 b,USco1621 A,2019,Imaging,137.901,,2015,2015
UZ For b,UZ For,2011,Eclipse Timing Variations,,5840.0,2010,2010
UZ For c,UZ For,2011,Eclipse Timing Variations,,1916.25,2010,2010
V0391 Peg b,V0391 Peg,2007,Pulsation Timing Variations,1195.98,1170.0,2005,2005
V1298 Tau b,V1298 Tau,2019,Transit,108.199,24.1396,2015,2015
V1298 Tau c,V1298 Tau,2019,Transit,108.199,8.24958,2015,2015
V1298 Tau d,V1298 Tau,2019,Transit,108.199,12.4032,2015,2015
V1298 Tau e,V1298 Tau,2019,Transit,108.199,53.5,2015,2015
V830 Tau b,V830 Tau,2016,Radial Velocity,130.111,4.927,2015,2015
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,2015,Imaging,,5800000.0,2015,2015
WASP-1 b,WASP-1,2007,Transit,393.072,2.5199454,2005,2005
WASP-10 b,WASP-10,2008,Transit,140.998,3.0927616,2005,2005
WASP-100 b,WASP-100,2014,Transit,364.411,2.84938,2010,2010
WASP-101 b,WASP-101,2014,Transit,201.224,3.58572,2010,2010
WASP-102 b,WASP-102,2025,Transit,535.689,2.709813,2025,2025
WASP-103 b,WASP-103,2014,Transit,375.647,0.925542,2010,2010
WASP-104 b,WASP-104,2014,Transit,185.932,1.7554137,2010,2010
WASP-105 b,WASP-105,2017,Transit,169.272,7.87288,2015,2015
WASP-106 b,WASP-106,2014,Transit,352.181,9.28969,2010,2010
WASP-107 b,WASP-107,2017,Transit,64.7414,5.7214742,2015,2015
WASP-107 c,WASP-107,2020,Radial Velocity,64.7414,1088.0,2020,2020
WASP-11 b,WASP-11,2008,Transit,124.73,3.72247,2005,2005
WASP-110 b,WASP-110,2021,Transit,274.96,3.7784022,2020,2020
WASP-113 b,WASP-113,2016,Transit,435.156,4.54216874538,2015,2015
WASP-114 b,WASP-114,2016,Transit,523.337,1.5487743,2015,2015
WASP-116 b,WASP-116,2025,Transit,559.243,6.6132,2025,2025
WASP-117 b,WASP-117,2014,Transit,157.963,10.02165,2010,2010
WASP-118 b,WASP-118,2016,Transit,376.658,4.0460435,2015,2015
WASP-119 b,WASP-119,2016,Transit,302.448,2.49979,2015,2015
WASP-12 b,WASP-12,2008,Transit,427.246,1.091418901,2005,2005
WASP-120 b,WASP-120,2016,Transit,381.174,3.6112706,2015,2015
WASP-121 b,WASP-121,2016,Transit,269.898,1.27492504,2015,2015
WASP-123 b,WASP-123,2016,Transit,197.996,2.9776412,2015,2015
WASP-124 b,WASP-124,2016,Transit,448.637,3.37265,2015,2015
WASP-126 b,WASP-126,2016,Transit,216.526,3.28883,2015,2015
WASP-126 c,WASP-126,2019,Transit Timing Variations,216.526,7.63,2015,2015
WASP-127 b,WASP-127,2016,Transit,159.507,4.17806203,2015,2015
WASP-129 b,WASP-129,2016,Transit,301.462,5.748145,2015,2015
WASP-13 b,WASP-13,2009,Transit,227.537,4.35301,2005,2005
WASP-130 b,WASP-130,2016,Transit,172.256,11.55098,2015,2015
WASP-131 b,WASP-131,2016,Transit,200.075,5.3220125,2015,2015
WASP-132 b,WASP-132,2016,Transit,122.91,7.1335164,2015,2015
WASP-132 c,WASP-132,2022,Transit,122.91,1.01153624,2020,2020
WASP-132 d,WASP-132,2024,Radial Velocity,122.91,1816.6,2020,2020
WASP-133 b,WASP-133,2016,Transit,559.084,2.176423,2015,2015
WASP-135 b,WASP-135,2015,Transit,298.214,1.4013794,2015,2015
WASP-136 b,WASP-136,2016,Transit,275.587,5.215357,2015,2015
WASP-138 b,WASP-138,2016,Transit,414.234,3.634433,2015,2015
WASP-139 b,WASP-139,2016,Transit,212.472,5.924262,2015,2015
WASP-14 b,WASP-14,2008,Transit,161.997,2.24375,2005,2005
WASP-140 b,WASP-140,2016,Transit,117.598,2.2359835,2015,2015
WASP-141 b,WASP-141,2016,Transit,516.543,3.310651,2015,2015
WASP-142 b,WASP-142,2016,Transit,730.933,2.052868,2015,2015
WASP-144 b,WASP-144,2018,Transit,355.513,2.2783152,2015,2015
WASP-145 A b,WASP-145 A,2018,Transit,91.299,1.7690381,2015,2015
WASP-147 b,WASP-147,2018,Transit,436.098,4.60273,2015,2015
WASP-148 b,WASP-148,2020,Transit,246.353,8.803809,2020,2020
WASP-148 c,WASP-148,2020,Radial Velocity,246.353,34.524,2020,2020
WASP-149 b,WASP-149,2025,Transit,211.73,1.332813,2025,2025
WASP-15 b,WASP-15,2009,Transit,282.091,3.7521,2005,2005
WASP-150 b,WASP-150,2020,Transit,527.995,5.644207,2020,2020
WASP-151 b,WASP-151,2017,Transit,,,2015,2015
WASP-153 b,WASP-153,2017,Transit,610.176,3.332609,2015,2015
WASP-154 b,WASP-154,2025,Transit,215.501,3.811678,2025,2025
WASP-155 b,WASP-155,2025,Transit,399.63,3.110413,2025,2025
WASP-156 b,WASP-156,2017,Transit,122.066,3.8361623,2015,2015
WASP-157 b,WASP-157,2016,Transit,,,2015,2015
WASP-158 b,WASP-158,2018,Transit,524.993,3.656333,2015,2015
WASP-159 b,WASP-159,2018,Transit,715.383,3.840401,2015,2015
WASP-16 b,WASP-16,2009,Transit,194.134,3.1186,2005,2005
WASP-160 B b,WASP-160 B,2018,Transit,288.326,3.7684952,2015,2015
WASP-161 b,WASP-161,2018,Transit,343.08,5.4060425,2015,2015
WASP-162 b,WASP-162,2018,Transit,310.841,9.62468,2015,2015
WASP-163 b,WASP-163,2018,Transit,261.386,1.6096884,2015,2015
WASP-164 b,WASP-164,2018,Transit,327.506,1.7771255,2015,2015
WASP-165 b,WASP-165,2018,Transit,602.236,3.465509,2015,2015
WASP-166 b,WASP-166,2019,Transit,114.173,5.44354,2015,2015
WASP-167 b,WASP-167,2017,Transit,423.552,2.0219596,2015,2015
WASP-168 b,WASP-168,2018,Transit,303.941,4.153658,2015,2015
WASP-169 b,WASP-169,2019,Transit,627.066,5.6114118,2015,2015
WASP-17 b,WASP-17,2009,Transit,405.908,3.73543,2005,2005
WASP-170 b,WASP-170,2018,Transit,305.603,2.34478022,2015,2015
WASP-171 b,WASP-171,2019,Transit,757.84,3.8186244,2015,2015
WASP-172 b,WASP-172,2018,Transit,538.11,5.477433,2015,2015
WASP-173 A b,WASP-173 A,2018,Transit,232.98,1.38665318,2015,2015
WASP-174 b,WASP-174,2018,Transit,410.149,4.2337005,2015,2015
WASP-175 b,WASP-175,2019,Transit,539.36,3.0652907,2015,2015
WASP-176 b,WASP-176,2020,Transit,568.42,3.899052,2020,2020
WASP-177 b,WASP-177,2019,Transit,176.818,3.071722,2015,2015
WASP-178 b,WASP-178,2019,Transit,427.678,3.3448285,2015,2015
WASP-18 b,WASP-18,2009,Transit,123.483,0.94145223,2005,2005
WASP-18 c,WASP-18,2019,Transit Timing Variations,123.483,2.1558,2015,2015
WASP-180 A b,WASP-180 A,2019,Transit,253.985,3.409264,2015,2015
WASP-181 b,WASP-181,2019,Transit,437.495,4.5195064,2015,2015
WASP-182 b,WASP-182,2019,Transit,327.602,3.3769848,2015,2015
WASP-183 b,WASP-183,2019,Transit,325.377,4.1117771,2015,2015
WASP-184 b,WASP-184,2019,Transit,663.231,5.1817,2015,2015
WASP-185 b,WASP-185,2019,Transit,279.35,9.38755,2015,2015
WASP-186 b,WASP-186,2020,Transit,278.514,5.026799,2020,2020
WASP-187 b,WASP-187,2020,Transit,371.414,5.147878,2020,2020
WASP-188 b,WASP-188,2025,Transit,675.281,5.748916,2025,2025
WASP-189 b,WASP-189,2020,Transit,99.731,2.724033,2020,2020
WASP-19 b,WASP-19,2009,Transit,268.325,0.78883852,2005,2005
WASP-190 b,WASP-190,2019,Transit,542.251,5.367753,2015,2015
WASP-192 b,WASP-192,2019,Transit,508.885,2.8786765,2015,2015
WASP-193 b,WASP-193,2023,Transit,362.087,6.2463345,2020,2020
WASP-194 b,WASP-194,2025,Transit,476.831,3.183387,2025,2025
WASP-195 b,WASP-195,2025,Transit,484.852,5.051928,2025,2025
WASP-197 b,WASP-197,2025,Transit,483.675,5.167228,2025,2025
WASP-2 b,WASP-2,2007,Transit,153.242,2.152175,2005,2005
WASP-20 b,WASP-20,2015,Transit,211.877,4.8996284,2015,2015
WASP-21 b,WASP-21,2010,Transit,258.426,4.322482,2010,2010
WASP-22 b,WASP-22,2010,Transit,317.652,3.53269,2010,2010
WASP-23 b,WASP-23,2010,Transit,207.49,2.9444256,2010,2010
WASP-24 b,WASP-24,2010,Transit,322.114,2.34121,2010,2010
WASP-25 b,WASP-25,2010,Transit,211.416,3.7648337,2010,2010
WASP-26 b,WASP-26,2010,Transit,252.759,2.7566,2010,2010
WASP-28 b,WASP-28,2014,Transit,,,2010,2010
WASP-29 b,WASP-29,2010,Transit,87.5953,3.92273,2010,2010
WASP-3 b,WASP-3,2007,Transit,231.161,1.84683,2005,2005
WASP-31 b,WASP-31,2010,Transit,383.829,3.4059096,2010,2010
WASP-32 b,WASP-32,2010,Transit,275.994,2.71866,2010,2010
WASP-33 b,WASP-33,2010,Transit,121.944,1.21987,2010,2010
WASP-34 b,WASP-34,2010,Transit,132.096,4.31768,2010,2010
WASP-35 b,WASP-35,2011,Transit,202.218,3.16158,2010,2010
WASP-36 b,WASP-36,2011,Transit,386.346,1.53736596,2010,2010
WASP-37 b,WASP-37,2010,Transit,392.791,3.577469,2010,2010
WASP-38 b,WASP-38,2010,Transit,136.24,6.87188,2010,2010
WASP-39 b,WASP-39,2011,Transit,213.982,4.0552941,2010,2010
WASP-4 b,WASP-4,2007,Transit,,,2005,2005
WASP-41 b,WASP-41,2012,Transit,163.371,3.0524,2010,2010
WASP-41 c,WASP-41,2015,Radial Velocity,163.371,421.0,2015,2015
WASP-42 b,WASP-42,2012,Transit,177.291,4.9816819,2010,2010
WASP-43 b,WASP-43,2011,Transit,86.7467,0.813475,2010,2010
WASP-44 b,WASP-44,2011,Transit,364.512,2.423804,2010,2010
WASP-45 b,WASP-45,2011,Transit,211.196,3.126089,2010,2010
WASP-46 b,WASP-46,2011,Transit,375.31,1.43036763,2010,2010
WASP-47 b,WASP-47,2012,Transit,264.78,4.159151,2010,2010
WASP-47 c,WASP-47,2015,Radial Velocity,264.78,589.57,2015,2015
WASP-47 d,WASP-47,2015,Transit,264.78,9.030501,2015,2015
WASP-47 e,WASP-47,2015,Transit,264.78,0.78961,2015,2015
WASP-48 b,WASP-48,2011,Transit,454.144,2.14363,2010,2010
WASP-49 b,WASP-49,2012,Transit,194.553,2.78174,2010,2010
WASP-5 b,WASP-5,2008,Transit,309.137,1.6284279,2005,2005
WASP-50 b,WASP-50,2011,Transit,184.848,1.9551,2010,2010
WASP-52 b,WASP-52,2012,Transit,174.818,1.7497798,2010,2010
WASP-53 b,WASP-53,2017,Transit,201.338,3.3098443,2015,2015
WASP-53 c,WASP-53,2017,Radial Velocity,201.338,2840.0,2015,2015
WASP-54 b,WASP-54,2012,Transit,251.303,3.69364,2010,2010
WASP-55 b,WASP-55,2012,Transit,297.462,4.465631,2010,2010
WASP-56 b,WASP-56,2012,Transit,321.084,4.6171,2010,2010
WASP-57 b,WASP-57,2012,Transit,398.276,2.83891856,2010,2010
WASP-58 b,WASP-58,2012,Transit,290.404,5.01718,2010,2010
WASP-59 b,WASP-59,2012,Transit,115.936,7.919585,2010,2010
WASP-6 b,WASP-6,2009,Transit,197.119,3.3610026,2005,2005
WASP-60 b,WASP-60,2012,Transit,431.052,4.305,2010,2010
WASP-61 b,WASP-61,2012,Transit,488.66,3.8559,2010,2010
WASP-62 b,WASP-62,2012,Transit,175.631,4.41195,2010,2010
WASP-63 b,WASP-63,2012,Transit,290.684,4.37808,2010,2010
WASP-64 b,WASP-64,2012,Transit,369.926,1.5732918,2010,2010
WASP-65 b,WASP-65,2013,Transit,273.703,2.3114243,2010,2010
WASP-66 b,WASP-66,2012,Transit,500.258,4.08605,2010,2010
WASP-67 b,WASP-67,2012,Transit,189.469,4.61442,2010,2010
WASP-68 b,WASP-68,2014,Transit,226.399,5.0843,2010,2010
WASP-69 b,WASP-69,2014,Transit,49.9605,3.86813881,2010,2010
WASP-7 b,WASP-7,2008,Transit,162.303,4.9546416,2005,2005
WASP-70 A b,WASP-70 A,2014,Transit,222.355,3.7130203,2010,2010
WASP-71 b,WASP-71,2012,Transit,362.715,2.90367,2010,2010
WASP-72 b,WASP-72,2012,Transit,434.754,2.21673,2010,2010
WASP-73 b,WASP-73,2014,Transit,316.678,4.08722,2010,2010
WASP-74 b,WASP-74,2015,Transit,149.216,2.13775,2015,2015
WASP-75 b,WASP-75,2013,Transit,294.001,2.484193,2010,2010
WASP-76 b,WASP-76,2016,Transit,194.459,1.80988198,2015,2015
WASP-77 A b,WASP-77 A,2012,Transit,105.166,1.360029395,2010,2010
WASP-78 b,WASP-78,2012,Transit,754.258,2.17518,2010,2010
WASP-79 b,WASP-79,2012,Transit,246.69,3.662392,2010,2010
WASP-8 b,WASP-8,2010,Transit,89.9606,8.15872,2010,2010
WASP-8 c,WASP-8,2013,Radial Velocity,89.9606,4323.0,2010,2010
WASP-80 b,WASP-80,2012,Transit,49.7876,3.06785234,2010,2010
WASP-81 b,WASP-81,2017,Transit,398.505,2.7164762,2015,2015
WASP-82 b,WASP-82,2015,Transit,275.664,2.70579,2015,2015
WASP-83 b,WASP-83,2015,Transit,271.103,4.971252,2015,2015
WASP-84 b,WASP-84,2014,Transit,100.588,8.52349648,2010,2010
WASP-84 c,WASP-84,2023,Transit,100.588,1.4468849,2020,2020
WASP-85 A b,WASP-85 A,2016,Transit,,,2015,2015
WASP-87 b,WASP-87,2016,Transit,298.392,1.682795,2015,2015
WASP-88 b,WASP-88,2014,Transit,523.756,4.954,2010,2010
WASP-89 b,WASP-89,2015,Transit,290.946,3.3564227,2015,2015
WASP-90 b,WASP-90,2016,Transit,466.433,3.916243,2015,2015
WASP-91 b,WASP-91,2017,Transit,149.942,2.798581,2015,2015
WASP-92 b,WASP-92,2016,Transit,575.889,2.1746742,2015,2015
WASP-93 b,WASP-93,2016,Transit,370.284,2.7325321,2015,2015
WASP-94 A b,WASP-94 A,2014,Transit,211.211,3.95019,2010,2010
WASP-94 B b,WASP-94 B,2014,Radial Velocity,208.696,2.00839,2010,2010
WASP-95 b,WASP-95,2014,Transit,137.544,2.18467,2010,2010
WASP-96 b,WASP-96,2014,Transit,352.464,3.4252602,2010,2010
WASP-97 b,WASP-97,2014,Transit,151.068,2.07276,2010,2010
WASP-98 b,WASP-98,2014,Transit,281.742,2.96264036,2010,2010
WASP-99 b,WASP-99,2014,Transit,158.66,5.75251,2010,2010
WD 0806-661 b,WD 0806-661,2011,Imaging,19.2444,,2010,2010
WD 1856+534 b,WD 1856+534,2020,Transit,24.7359,1.4079405,2020,2020
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,2023,Imaging,,2560.0,2020,2020
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,2012,Imaging,,,2010,2010
WISPIT 1 b,WISPIT 1,2025,Imaging,230.007,,2025,2025
WISPIT 1 c,WISPIT 1,2025,Imaging,230.007,,2025,2025
WISPIT 2 b,WISPIT 2,2025,Imaging,134.907,,2025,2025
WTS-1 b,WTS-1,2012,Transit,2346.01,3.352057,2010,2010
WTS-2 b,WTS-2,2014,Transit,,1.0187068,2010,2010
Wendelstein-1 b,Wendelstein-1,2020,Transit,305.3,2.663416,2020,2020
Wendelstein-2 b,Wendelstein-2,2020,Transit,565.541,1.7522239,2020,2020
Wolf 1061 b,Wolf 1061,2015,Radial Velocity,4.30592,4.8869,2015,2015
Wolf 1061 c,Wolf 1061,2015,Radial Velocity,4.30592,17.8719,2015,2015
Wolf 1061 d,Wolf 1061,2015,Radial Velocity,4.30592,217.21,2015,2015
Wolf 1069 b,Wolf 1069,2023,Radial Velocity,9.58341,15.564,2020,2020
Wolf 327 b,Wolf 327,2024,Transit,28.5321,0.5734745,2020,2020
Wolf 503 b,Wolf 503,2018,Transit,44.526,6.00127,2015,2015
XO-1 b,XO-1,2006,Transit,163.553,3.94153,2005,2005
XO-2 N b,XO-2 N,2007,Transit,154.273,2.61586178,2005,2005
XO-2 S b,XO-2 S,2014,Radial Velocity,151.398,18.157,2010,2010
XO-2 S c,XO-2 S,2014,Radial Velocity,151.398,120.8,2010,2010
XO-3 b,XO-3,2007,Transit,213.053,3.19154,2005,2005
XO-4 b,XO-4,2010,Transit,272.655,4.12508,2010,2010
XO-5 b,XO-5,2008,Transit,276.211,4.1877558,2005,2005
XO-6 b,XO-6,2016,Transit,235.479,3.7650007,2015,2015
XO-7 b,XO-7,2019,Transit,234.149,2.8641424,2015,2015
YZ Cet b,YZ Cet,2017,Radial Velocity,3.71207,2.02087,2015,2015
YZ Cet c,YZ Cet,2017,Radial Velocity,3.71207,3.05989,2015,2015
YZ Cet d,YZ Cet,2017,Radial Velocity,3.71207,4.65626,2015,2015
ZTF J1230-2655 b,ZTF J1230-2655,2025,Transit,186.69,0.23597766,2025,2025
ZTF J1828+2308 b,ZTF J1828+2308,2025,Transit,201.827,0.1120067,2025,2025
alf Ari b,alf Ari,2010,Radial Velocity,20.21019,380.8,2010,2010
alf Tau b,alf Tau,2015,Radial Velocity,20.4332,628.96,2015,2015
b Cen AB b,b Cen A,2021,Imaging,98.0935,1790000.0,2020,2020
bet Cnc b,bet Cnc,2014,Radial Velocity,89.0472,605.2,2010,2010
bet Pic b,bet Pic,2008,Imaging,19.7442,8617.50952,2005,2005
bet Pic c,bet Pic,2019,Radial Velocity,19.7442,1192.77951,2015,2015
bet UMi b,bet UMi,2014,Radial Velocity,38.77472,522.3,2010,2010
eps CrB b,eps CrB,2012,Radial Velocity,69.8683,417.9,2010,2010
eps Eri b,eps Eri,2000,Radial Velocity,3.2026,2671.0,2000,2000
eps Ind A b,eps Ind A,2019,Radial Velocity,3.63857,,2015,2015
eps Tau b,eps Tau,2006,Radial Velocity,47.52852,585.82,2005,2005
gam Cep b,gam Cep,2003,Radial Velocity,14.1024,913.0,2000,2000
gam Lib b,gam Lib,2018,Radial Velocity,47.4017,414.88,2015,2015
gam Lib c,gam Lib,2018,Radial Velocity,47.4017,966.49,2015,2015
gam Psc b,gam Psc,2021,Radial Velocity,41.3107,555.1,2020,2020
gam1 Leo b,gam1 Leo,2009,Radial Velocity,39.8883,428.5,2005,2005
iot Dra b,iot Dra,2002,Radial Velocity,31.32832,510.8544,2000,2000
iot Dra c,iot Dra,2022,Radial Velocity,31.32832,25000.0,2020,2020
kap And b,kap And,2012,Imaging,50.0177,,2010,2010
kap CrB b,kap CrB,2007,Radial Velocity,30.0651,1253.68,2005,2005
mu Leo b,mu Leo,2014,Radial Velocity,32.6081,357.8,2010,2010
mu2 Sco b,mu2 Sco,2022,Imaging,,,2020,2020
nu Oct A b,nu Oct A,2016,Radial Velocity,21.1999,402.4,2015,2015
nu Oph b,nu Oph,2012,Radial Velocity,46.2107,529.93,2010,2010
