pl_name,hostname,disc_year,discoverymethod,sy_dist,pl_orbper,decade,5-years period
Kepler-215 b,Kepler-215,2014,Transit,485.997,9.360672,2010,2010
Kepler-215 c,Kepler-215,2014,Transit,485.997,14.667108,2010,2010
Kepler-215 d,Kepler-215,2014,Transit,485.997,30.864423,2010,2010
Kepler-215 e,Kepler-215,2014,Transit,485.997,68.16101,2010,2010
Kepler-216 b,Kepler-216,2014,Transit,1187.47,7.693641,2010,2010
Kepler-216 c,Kepler-216,2014,Transit,1187.47,17.406669,2010,2010
Kepler-217 b,Kepler-217,2014,Transit,1104.64,5.374943,2010,2010
Kepler-217 c,Kepler-217,2014,Transit,1104.64,8.586004,2010,2010
Kepler-217 d,Kepler-217,2016,Transit,1104.64,3.88689525,2015,2015
Kepler-218 b,Kepler-218,2014,Transit,656.38,3.619337,2010,2010
Kepler-218 c,Kepler-218,2014,Transit,656.38,44.699576,2010,2010
Kepler-218 d,Kepler-218,2016,Transit,656.38,124.5244647,2015,2015
Kepler-219 b,Kepler-219,2014,Transit,787.07,4.585512,2010,2010
Kepler-219 c,Kepler-219,2014,Transit,787.07,22.714613,2010,2010
Kepler-219 d,Kepler-219,2014,Transit,787.07,47.903645,2010,2010
Kepler-22 b,Kepler-22,2011,Transit,194.642,289.863876,2010,2010
Kepler-220 b,Kepler-220,2014,Transit,171.109,4.159807,2010,2010
Kepler-220 c,Kepler-220,2014,Transit,171.109,9.034199,2010,2010
Kepler-220 d,Kepler-220,2014,Transit,171.109,28.122397,2010,2010
Kepler-220 e,Kepler-220,2014,Transit,171.109,45.902733,2010,2010
Kepler-221 b,Kepler-221,2014,Transit,385.231,2.795906,2010,2010
Kepler-221 c,Kepler-221,2014,Transit,385.231,5.690586,2010,2010
Kepler-221 d,Kepler-221,2014,Transit,385.231,10.04156,2010,2010
Kepler-221 e,Kepler-221,2014,Transit,385.231,18.369917,2010,2010
Kepler-222 b,Kepler-222,2014,Transit,758.854,3.936981,2010,2010
Kepler-222 c,Kepler-222,2014,Transit,758.854,10.08881,2010,2010
Kepler-222 d,Kepler-222,2014,Transit,758.854,28.081912,2010,2010
Kepler-223 b,Kepler-223,2014,Transit,1859.71,7.38449,2010,2010
Kepler-223 c,Kepler-223,2014,Transit,1859.71,9.84564,2010,2010
Kepler-223 d,Kepler-223,2014,Transit,1859.71,14.78869,2010,2010
Kepler-223 e,Kepler-223,2014,Transit,1859.71,19.72567,2010,2010
Kepler-224 b,Kepler-224,2014,Transit,782.088,3.132924,2010,2010
Kepler-224 c,Kepler-224,2014,Transit,782.088,5.925003,2010,2010
Kepler-224 d,Kepler-224,2014,Transit,782.088,11.349393,2010,2010
Kepler-224 e,Kepler-224,2014,Transit,782.088,18.643577,2010,2010
Kepler-225 b,Kepler-225,2014,Transit,561.101,6.738975,2010,2010
Kepler-225 c,Kepler-225,2014,Transit,561.101,18.794234,2010,2010
Kepler-226 b,Kepler-226,2014,Transit,980.138,3.940997,2010,2010
Kepler-226 c,Kepler-226,2014,Transit,980.138,5.349555,2010,2010
Kepler-226 d,Kepler-226,2014,Transit,980.138,8.109044,2010,2010
Kepler-227 b,Kepler-227,2014,Transit,1083.06,9.488015,2010,2010
Kepler-227 c,Kepler-227,2014,Transit,1083.06,54.418694,2010,2010
Kepler-228 b,Kepler-228,2014,Transit,1644.61,2.566546,2010,2010
Kepler-228 c,Kepler-228,2014,Transit,1644.61,4.134444,2010,2010
Kepler-228 d,Kepler-228,2014,Transit,1644.61,11.094286,2010,2010
Kepler-229 b,Kepler-229,2014,Transit,826.265,6.252972,2010,2010
Kepler-229 c,Kepler-229,2014,Transit,826.265,16.068638,2010,2010
Kepler-229 d,Kepler-229,2014,Transit,826.265,41.194912,2010,2010
Kepler-23 b,Kepler-23,2011,Transit,835.756,7.1,2010,2010
Kepler-23 c,Kepler-23,2011,Transit,835.756,10.74,2010,2010
Kepler-23 d,Kepler-23,2014,Transit,835.756,15.27,2010,2010
Kepler-230 b,Kepler-230,2014,Transit,740.754,32.625555,2010,2010
Kepler-230 c,Kepler-230,2014,Transit,740.754,91.773242,2010,2010
Kepler-231 b,Kepler-231,2014,Transit,316.618,10.065275,2010,2010
Kepler-231 c,Kepler-231,2014,Transit,316.618,19.271566,2010,2010
Kepler-232 b,Kepler-232,2014,Transit,1349.13,4.431222,2010,2010
Kepler-232 c,Kepler-232,2014,Transit,1349.13,11.379349,2010,2010
Kepler-233 b,Kepler-233,2014,Transit,856.417,8.472382,2010,2010
Kepler-233 c,Kepler-233,2014,Transit,856.417,60.418955,2010,2010
Kepler-234 b,Kepler-234,2014,Transit,1733.1,2.711506,2010,2010
Kepler-234 c,Kepler-234,2014,Transit,1733.1,7.21205,2010,2010
Kepler-235 b,Kepler-235,2014,Transit,428.018,3.340222,2010,2010
Kepler-235 c,Kepler-235,2014,Transit,428.018,7.824904,2010,2010
Kepler-235 d,Kepler-235,2014,Transit,428.018,20.060548,2010,2010
Kepler-235 e,Kepler-235,2014,Transit,428.018,46.183669,2010,2010
Kepler-236 b,Kepler-236,2014,Transit,288.763,8.295611,2010,2010
Kepler-236 c,Kepler-236,2014,Transit,288.763,23.968127,2010,2010
Kepler-237 b,Kepler-237,2014,Transit,657.822,4.715106,2010,2010
Kepler-237 c,Kepler-237,2014,Transit,657.822,8.103636,2010,2010
Kepler-238 b,Kepler-238,2014,Transit,1798.75,2.090876,2010,2010
Kepler-238 c,Kepler-238,2014,Transit,1798.75,6.155557,2010,2010
Kepler-238 d,Kepler-238,2014,Transit,1798.75,13.233549,2010,2010
Kepler-238 e,Kepler-238,2013,Transit,1798.75,23.654,2010,2010
Kepler-238 f,Kepler-238,2013,Transit,1798.75,50.447,2010,2010
Kepler-239 b,Kepler-239,2014,Transit,648.109,11.763051,2010,2010
Kepler-239 c,Kepler-239,2014,Transit,648.109,56.228098,2010,2010
Kepler-24 b,Kepler-24,2011,Transit,1156.81,8.14,2010,2010
Kepler-24 c,Kepler-24,2011,Transit,1156.81,12.33,2010,2010
Kepler-24 d,Kepler-24,2014,Transit,1156.81,4.244384,2010,2010
Kepler-24 e,Kepler-24,2014,Transit,1156.81,18.998355,2010,2010
Kepler-240 b,Kepler-240,2014,Transit,746.927,4.144495,2010,2010
Kepler-240 c,Kepler-240,2014,Transit,746.927,7.953528,2010,2010
Kepler-241 b,Kepler-241,2014,Transit,,12.718092,2010,2010
Kepler-241 c,Kepler-241,2014,Transit,,36.065978,2010,2010
Kepler-242 b,Kepler-242,2014,Transit,600.241,8.20395,2010,2010
Kepler-242 c,Kepler-242,2014,Transit,600.241,14.496481,2010,2010
Kepler-243 b,Kepler-243,2014,Transit,693.86,5.715442,2010,2010
Kepler-243 c,Kepler-243,2014,Transit,693.86,20.026218,2010,2010
Kepler-244 b,Kepler-244,2014,Transit,1036.49,4.311792,2010,2010
Kepler-244 c,Kepler-244,2014,Transit,1036.49,9.767292,2010,2010
Kepler-244 d,Kepler-244,2014,Transit,1036.49,20.050401,2010,2010
Kepler-245 b,Kepler-245,2014,Transit,861.527,7.49019,2010,2010
Kepler-245 c,Kepler-245,2014,Transit,861.527,17.460812,2010,2010
Kepler-245 d,Kepler-245,2014,Transit,861.527,36.277108,2010,2010
Kepler-245 e,Kepler-245,2016,Transit,861.527,3.219821056,2015,2015
Kepler-246 b,Kepler-246,2014,Transit,626.078,4.60182,2010,2010
Kepler-246 c,Kepler-246,2014,Transit,626.078,11.187161,2010,2010
Kepler-247 b,Kepler-247,2014,Transit,663.711,3.33616,2010,2010
Kepler-247 c,Kepler-247,2014,Transit,663.711,9.439452,2010,2010
Kepler-247 d,Kepler-247,2014,Transit,663.711,20.477912,2010,2010
Kepler-248 b,Kepler-248,2014,Transit,738.792,6.308205,2010,2010
Kepler-248 c,Kepler-248,2014,Transit,738.792,16.239494,2010,2010
Kepler-249 b,Kepler-249,2014,Transit,190.401,3.306539,2010,2010
Kepler-249 c,Kepler-249,2014,Transit,190.401,7.113702,2010,2010
Kepler-249 d,Kepler-249,2014,Transit,190.401,15.368459,2010,2010
Kepler-25 b,Kepler-25,2011,Transit,243.249,6.238297,2010,2010
Kepler-25 c,Kepler-25,2011,Transit,243.249,12.7207,2010,2010
Kepler-25 d,Kepler-25,2014,Radial Velocity,243.249,122.4,2010,2010
Kepler-250 b,Kepler-250,2014,Transit,760.585,4.148141,2010,2010
Kepler-250 c,Kepler-250,2014,Transit,760.585,7.156804,2010,2010
Kepler-250 d,Kepler-250,2014,Transit,760.585,17.648312,2010,2010
Kepler-251 b,Kepler-251,2014,Transit,924.625,4.790936,2010,2010
Kepler-251 c,Kepler-251,2014,Transit,924.625,16.514043,2010,2010
Kepler-251 d,Kepler-251,2014,Transit,924.625,30.133001,2010,2010
Kepler-251 e,Kepler-251,2014,Transit,924.625,99.640161,2010,2010
Kepler-252 b,Kepler-252,2014,Transit,379.424,6.668391,2010,2010
Kepler-252 c,Kepler-252,2014,Transit,379.424,10.848463,2010,2010
Kepler-253 b,Kepler-253,2014,Transit,838.595,3.783986,2010,2010
Kepler-253 c,Kepler-253,2014,Transit,838.595,10.281951,2010,2010
Kepler-253 d,Kepler-253,2014,Transit,838.595,18.119869,2010,2010
Kepler-254 b,Kepler-254,2014,Transit,1389.48,5.826662,2010,2010
Kepler-254 c,Kepler-254,2014,Transit,1389.48,12.412183,2010,2010
Kepler-254 d,Kepler-254,2014,Transit,1389.48,18.746477,2010,2010
Kepler-255 b,Kepler-255,2014,Transit,1052.53,5.714606,2010,2010
Kepler-255 c,Kepler-255,2014,Transit,1052.53,9.946047,2010,2010
Kepler-255 d,Kepler-255,2016,Transit,1052.53,1.045622658,2015,2015
Kepler-256 b,Kepler-256,2014,Transit,1026.43,1.620493,2010,2010
Kepler-256 c,Kepler-256,2014,Transit,1026.43,3.38802,2010,2010
Kepler-256 d,Kepler-256,2014,Transit,1026.43,5.839172,2010,2010
Kepler-256 e,Kepler-256,2014,Transit,1026.43,10.681572,2010,2010
Kepler-257 b,Kepler-257,2014,Transit,780.256,2.382667,2010,2010
Kepler-257 c,Kepler-257,2014,Transit,780.256,6.581484,2010,2010
Kepler-257 d,Kepler-257,2014,Transit,780.256,24.664551,2010,2010
Kepler-258 b,Kepler-258,2014,Transit,575.988,13.19722,2010,2010
Kepler-258 c,Kepler-258,2014,Transit,575.988,33.653079,2010,2010
Kepler-259 b,Kepler-259,2014,Transit,1002.14,8.115317,2010,2010
Kepler-259 c,Kepler-259,2014,Transit,1002.14,36.924931,2010,2010
Kepler-26 b,Kepler-26,2011,Transit,335.307,12.28,2010,2010
Kepler-26 c,Kepler-26,2011,Transit,335.307,17.2559,2010,2010
Kepler-26 d,Kepler-26,2014,Transit,335.307,3.543919,2010,2010
Kepler-26 e,Kepler-26,2014,Transit,335.307,46.827915,2010,2010
Kepler-260 b,Kepler-260,2014,Transit,627.365,8.187399,2010,2010
Kepler-260 c,Kepler-260,2014,Transit,627.365,76.050178,2010,2010
Kepler-261 b,Kepler-261,2014,Transit,317.499,10.381227,2010,2010
Kepler-261 c,Kepler-261,2014,Transit,317.499,24.570858,2010,2010
Kepler-262 b,Kepler-262,2014,Transit,613.129,13.060855,2010,2010
Kepler-262 c,Kepler-262,2014,Transit,613.129,21.853722,2010,2010
Kepler-263 b,Kepler-263,2014,Transit,754.747,16.568087,2010,2010
Kepler-263 c,Kepler-263,2014,Transit,754.747,47.332773,2010,2010
Kepler-264 b,Kepler-264,2014,Transit,942.173,40.806231,2010,2010
Kepler-264 c,Kepler-264,2014,Transit,942.173,140.101261,2010,2010
Kepler-265 b,Kepler-265,2014,Transit,1280.25,6.846262,2010,2010
Kepler-265 c,Kepler-265,2014,Transit,1280.25,17.028937,2010,2010
Kepler-265 d,Kepler-265,2014,Transit,1280.25,43.130617,2010,2010
Kepler-265 e,Kepler-265,2014,Transit,1280.25,67.831024,2010,2010
Kepler-266 b,Kepler-266,2014,Transit,1370.79,6.61833,2010,2010
Kepler-266 c,Kepler-266,2014,Transit,1370.79,107.723601,2010,2010
Kepler-267 b,Kepler-267,2014,Transit,264.993,3.353728,2010,2010
Kepler-267 c,Kepler-267,2014,Transit,264.993,6.87745,2010,2010
Kepler-267 d,Kepler-267,2014,Transit,264.993,28.464515,2010,2010
Kepler-268 b,Kepler-268,2014,Transit,851.87,25.934138,2010,2010
Kepler-268 c,Kepler-268,2014,Transit,851.87,83.446393,2010,2010
Kepler-269 b,Kepler-269,2014,Transit,2257.32,5.326718,2010,2010
Kepler-269 c,Kepler-269,2014,Transit,2257.32,8.127899,2010,2010
Kepler-27 b,Kepler-27,2011,Transit,1044.36,15.3348,2010,2010
Kepler-27 c,Kepler-27,2011,Transit,1044.36,31.3309,2010,2010
Kepler-27 d,Kepler-27,2021,Transit,1044.36,6.546289921,2020,2020
Kepler-270 b,Kepler-270,2014,Transit,948.781,11.476094,2010,2010
Kepler-270 c,Kepler-270,2014,Transit,948.781,25.262887,2010,2010
Kepler-271 b,Kepler-271,2014,Transit,404.542,10.43547805,2010,2010
Kepler-271 c,Kepler-271,2014,Transit,404.542,7.41086267,2010,2010
Kepler-271 d,Kepler-271,2016,Transit,404.542,5.24972541,2015,2015
Kepler-272 b,Kepler-272,2014,Transit,889.608,2.971353,2010,2010
Kepler-272 c,Kepler-272,2014,Transit,889.608,6.057342,2010,2010
Kepler-272 d,Kepler-272,2014,Transit,889.608,10.937304,2010,2010
Kepler-273 b,Kepler-273,2014,Transit,713.964,2.936532,2010,2010
Kepler-273 c,Kepler-273,2014,Transit,713.964,8.014927,2010,2010
Kepler-274 b,Kepler-274,2014,Transit,1333.62,11.634788,2010,2010
Kepler-274 c,Kepler-274,2014,Transit,1333.62,33.197861,2010,2010
Kepler-275 b,Kepler-275,2014,Transit,2034.25,10.300682,2010,2010
Kepler-275 c,Kepler-275,2014,Transit,2034.25,16.088134,2010,2010
Kepler-275 d,Kepler-275,2014,Transit,2034.25,35.676062,2010,2010
Kepler-276 b,Kepler-276,2014,Transit,1144.86,14.12841,2010,2010
Kepler-276 c,Kepler-276,2013,Transit,1144.86,31.884,2010,2010
Kepler-276 d,Kepler-276,2013,Transit,1144.86,48.648,2010,2010
Kepler-277 b,Kepler-277,2013,Transit,976.643,17.324,2010,2010
Kepler-277 c,Kepler-277,2013,Transit,976.643,33.006,2010,2010
Kepler-278 b,Kepler-278,2014,Transit,443.03,30.1556,2010,2010
Kepler-278 c,Kepler-278,2014,Transit,443.03,51.111,2010,2010
Kepler-279 b,Kepler-279,2014,Transit,1037.4,12.309681,2010,2010
Kepler-279 c,Kepler-279,2013,Transit,1037.4,35.736,2010,2010
Kepler-279 d,Kepler-279,2013,Transit,1037.4,54.414,2010,2010
Kepler-279 e,Kepler-279,2025,Transit,1037.4,98.3531,2025,2025
Kepler-28 b,Kepler-28,2011,Transit,438.359,5.91,2010,2010
Kepler-28 c,Kepler-28,2011,Transit,438.359,8.99,2010,2010
Kepler-280 b,Kepler-280,2014,Transit,780.361,2.139542,2010,2010
Kepler-280 c,Kepler-280,2014,Transit,780.361,4.807091,2010,2010
Kepler-281 b,Kepler-281,2014,Transit,1745.45,14.646008,2010,2010
Kepler-281 c,Kepler-281,2014,Transit,1745.45,36.337373,2010,2010
Kepler-281 d,Kepler-281,2021,Transit,1745.45,148.2720032,2020,2020
Kepler-282 b,Kepler-282,2014,Transit,1337.61,9.220524,2010,2010
Kepler-282 c,Kepler-282,2014,Transit,1337.61,13.638723,2010,2010
Kepler-282 d,Kepler-282,2013,Transit,1337.61,24.806,2010,2010
Kepler-282 e,Kepler-282,2013,Transit,1337.61,44.347,2010,2010
Kepler-283 b,Kepler-283,2014,Transit,468.094,11.008151,2010,2010
Kepler-283 c,Kepler-283,2014,Transit,468.094,92.743711,2010,2010
Kepler-284 b,Kepler-284,2014,Transit,1031.95,12.699149,2010,2010
Kepler-284 c,Kepler-284,2014,Transit,1031.95,37.514456,2010,2010
Kepler-285 b,Kepler-285,2014,Transit,824.31,2.633867,2010,2010
Kepler-285 c,Kepler-285,2014,Transit,824.31,6.186676,2010,2010
Kepler-286 b,Kepler-286,2014,Transit,1226.85,1.796302,2010,2010
Kepler-286 c,Kepler-286,2014,Transit,1226.85,3.468095,2010,2010
Kepler-286 d,Kepler-286,2014,Transit,1226.85,5.914323,2010,2010
Kepler-286 e,Kepler-286,2014,Transit,1226.85,29.221289,2010,2010
Kepler-287 b,Kepler-287,2014,Transit,835.86,20.342199,2010,2010
Kepler-287 c,Kepler-287,2014,Transit,835.86,44.851896,2010,2010
Kepler-288 b,Kepler-288,2014,Transit,1194.15,6.097326,2010,2010
Kepler-288 c,Kepler-288,2014,Transit,1194.15,19.305772,2010,2010
Kepler-288 d,Kepler-288,2014,Transit,1194.15,56.633742,2010,2010
Kepler-289 b,Kepler-289,2014,Transit,704.438,34.5383,2010,2010
Kepler-289 c,Kepler-289,2014,Transit,704.438,125.8723,2010,2010
Kepler-289 d,Kepler-289,2014,Transit,704.438,66.0282,2010,2010
Kepler-289 e,Kepler-289,2025,Transit,704.438,330.0716,2025,2025
Kepler-29 b,Kepler-29,2011,Transit,832.532,10.33974,2010,2010
Kepler-29 c,Kepler-29,2011,Transit,832.532,13.28613,2010,2010
Kepler-290 b,Kepler-290,2014,Transit,694.627,14.589347,2010,2010
Kepler-290 c,Kepler-290,2014,Transit,694.627,36.77031,2010,2010
Kepler-290 d,Kepler-290,2023,Transit,694.627,0.764017553,2020,2020
Kepler-291 b,Kepler-291,2014,Transit,1786.48,3.546511,2010,2010
Kepler-291 c,Kepler-291,2014,Transit,1786.48,5.700786,2010,2010
Kepler-292 b,Kepler-292,2014,Transit,1056.48,2.580827,2010,2010
Kepler-292 c,Kepler-292,2014,Transit,1056.48,3.715335,2010,2010
Kepler-292 d,Kepler-292,2014,Transit,1056.48,7.055679,2010,2010
Kepler-292 e,Kepler-292,2014,Transit,1056.48,11.97901,2010,2010
Kepler-292 f,Kepler-292,2014,Transit,1056.48,20.834237,2010,2010
Kepler-293 b,Kepler-293,2014,Transit,974.633,19.254196,2010,2010
Kepler-293 c,Kepler-293,2014,Transit,974.633,54.155743,2010,2010
Kepler-294 b,Kepler-294,2014,Transit,1357.01,3.701212,2010,2010
Kepler-294 c,Kepler-294,2014,Transit,1357.01,6.6264,2010,2010
Kepler-295 b,Kepler-295,2014,Transit,1699.19,12.645164,2010,2010
Kepler-295 c,Kepler-295,2014,Transit,1699.19,21.526258,2010,2010
Kepler-295 d,Kepler-295,2014,Transit,1699.19,33.884054,2010,2010
Kepler-296 b,Kepler-296,2014,Transit,,10.864384,2010,2010
Kepler-296 c,Kepler-296,2014,Transit,,5.8416366,2010,2010
Kepler-296 d,Kepler-296,2014,Transit,,19.850291,2010,2010
Kepler-296 e,Kepler-296,2014,Transit,,34.14211,2010,2010
Kepler-296 f,Kepler-296,2014,Transit,,63.33627,2010,2010
Kepler-297 b,Kepler-297,2014,Transit,692.14,38.871826,2010,2010
Kepler-297 c,Kepler-297,2014,Transit,692.14,74.920137,2010,2010
Kepler-297 d,Kepler-297,2023,Transit,692.14,150.0189511,2020,2020
Kepler-298 b,Kepler-298,2014,Transit,518.204,10.475464,2010,2010
Kepler-298 c,Kepler-298,2014,Transit,518.204,22.92881,2010,2010
Kepler-298 d,Kepler-298,2014,Transit,518.204,77.473633,2010,2010
Kepler-299 b,Kepler-299,2014,Transit,1052.24,2.927128,2010,2010
Kepler-299 c,Kepler-299,2014,Transit,1052.24,6.885875,2010,2010
Kepler-299 d,Kepler-299,2014,Transit,1052.24,15.054786,2010,2010
Kepler-299 e,Kepler-299,2014,Transit,1052.24,38.285489,2010,2010
Kepler-30 b,Kepler-30,2012,Transit,914.221,29.33434,2010,2010
Kepler-30 c,Kepler-30,2012,Transit,914.221,60.323105,2010,2010
Kepler-30 d,Kepler-30,2012,Transit,914.221,143.34394,2010,2010
Kepler-300 b,Kepler-300,2014,Transit,1098.45,10.446347,2010,2010
Kepler-300 c,Kepler-300,2014,Transit,1098.45,40.714955,2010,2010
Kepler-301 b,Kepler-301,2014,Transit,719.166,2.508553,2010,2010
Kepler-301 c,Kepler-301,2014,Transit,719.166,5.419026,2010,2010
Kepler-301 d,Kepler-301,2014,Transit,719.166,13.751243,2010,2010
Kepler-302 b,Kepler-302,2014,Transit,1402.58,30.184104,2010,2010
Kepler-302 c,Kepler-302,2014,Transit,1402.58,127.282184,2010,2010
Kepler-303 b,Kepler-303,2014,Transit,209.738,1.937055,2010,2010
Kepler-303 c,Kepler-303,2014,Transit,209.738,7.061149,2010,2010
Kepler-304 b,Kepler-304,2014,Transit,434.684,3.295709,2010,2010
Kepler-304 c,Kepler-304,2014,Transit,434.684,5.315946,2010,2010
Kepler-304 d,Kepler-304,2014,Transit,434.684,9.653471,2010,2010
Kepler-304 e,Kepler-304,2016,Transit,434.684,1.499146953,2015,2015
Kepler-305 b,Kepler-305,2013,Transit,868.477,5.487,2010,2010
Kepler-305 c,Kepler-305,2013,Transit,868.477,8.291,2010,2010
Kepler-305 d,Kepler-305,2014,Transit,868.477,16.74,2010,2010
Kepler-305 e,Kepler-305,2020,Transit,868.477,3.20538,2020,2020
Kepler-306 b,Kepler-306,2014,Transit,775.679,4.646186,2010,2010
Kepler-306 c,Kepler-306,2014,Transit,775.679,7.240193,2010,2010
Kepler-306 d,Kepler-306,2014,Transit,775.679,17.326644,2010,2010
Kepler-306 e,Kepler-306,2014,Transit,775.679,44.840975,2010,2010
Kepler-307 b,Kepler-307,2013,Transit,575.581,10.4208,2010,2010
Kepler-307 c,Kepler-307,2013,Transit,575.581,13.0729,2010,2010
Kepler-308 b,Kepler-308,2014,Transit,1335.92,9.694928,2010,2010
Kepler-308 c,Kepler-308,2014,Transit,1335.92,15.38231,2010,2010
Kepler-309 b,Kepler-309,2014,Transit,544.568,5.923653,2010,2010
Kepler-309 c,Kepler-309,2014,Transit,544.568,105.356383,2010,2010
Kepler-31 b,Kepler-31,2011,Transit,1664.64,20.8613,2010,2010
Kepler-31 c,Kepler-31,2011,Transit,1664.64,42.6318,2010,2010
Kepler-31 d,Kepler-31,2014,Transit,1664.64,87.6451,2010,2010
Kepler-310 b,Kepler-310,2014,Transit,602.268,13.930698,2010,2010
Kepler-310 c,Kepler-310,2014,Transit,602.268,56.47542,2010,2010
Kepler-310 d,Kepler-310,2014,Transit,602.268,92.876125,2010,2010
Kepler-311 b,Kepler-311,2014,Transit,778.654,9.176092,2010,2010
Kepler-311 c,Kepler-311,2014,Transit,778.654,19.738286,2010,2010
Kepler-311 d,Kepler-311,2023,Transit,778.654,232.040326,2020,2020
Kepler-312 b,Kepler-312,2014,Transit,797.72,1.772419,2010,2010
Kepler-312 c,Kepler-312,2014,Transit,797.72,19.747412,2010,2010
Kepler-313 b,Kepler-313,2014,Transit,,14.970418,2010,2010
Kepler-313 c,Kepler-313,2014,Transit,,32.273273,2010,2010
Kepler-314 b,Kepler-314,2014,Transit,268.881,2.461069,2010,2010
Kepler-314 c,Kepler-314,2014,Transit,268.881,5.960392,2010,2010
Kepler-315 b,Kepler-315,2014,Transit,1160.63,96.101141,2010,2010
Kepler-315 c,Kepler-315,2014,Transit,1160.63,265.469335,2010,2010
Kepler-316 b,Kepler-316,2014,Transit,384.938,2.240508,2010,2010
Kepler-316 c,Kepler-316,2014,Transit,384.938,6.827766,2010,2010
Kepler-317 b,Kepler-317,2014,Transit,940.584,5.524242,2010,2010
Kepler-317 c,Kepler-317,2014,Transit,940.584,8.77501,2010,2010
Kepler-318 b,Kepler-318,2014,Transit,489.141,4.662715,2010,2010
Kepler-318 c,Kepler-318,2014,Transit,489.141,11.815007,2010,2010
Kepler-319 b,Kepler-319,2014,Transit,503.436,4.362705,2010,2010
Kepler-319 c,Kepler-319,2014,Transit,503.436,6.941357,2010,2010
Kepler-319 d,Kepler-319,2014,Transit,503.436,31.781925,2010,2010
Kepler-32 b,Kepler-32,2011,Transit,323.847,5.90124,2010,2010
Kepler-32 c,Kepler-32,2011,Transit,323.847,8.7522,2010,2010
Kepler-32 d,Kepler-32,2012,Transit,323.847,22.7802,2010,2010
Kepler-32 e,Kepler-32,2012,Transit,323.847,2.896,2010,2010
Kepler-32 f,Kepler-32,2012,Transit,323.847,0.74296,2010,2010
Kepler-320 b,Kepler-320,2014,Transit,826.613,8.371554,2010,2010
Kepler-320 c,Kepler-320,2014,Transit,826.613,17.934937,2010,2010
Kepler-321 b,Kepler-321,2014,Transit,384.542,4.915379,2010,2010
Kepler-321 c,Kepler-321,2014,Transit,384.542,13.093921,2010,2010
Kepler-322 b,Kepler-322,2014,Transit,400.48,1.653888,2010,2010
Kepler-322 c,Kepler-322,2014,Transit,400.48,4.337234,2010,2010
Kepler-323 b,Kepler-323,2014,Transit,454.883,1.678328,2010,2010
Kepler-323 c,Kepler-323,2014,Transit,454.883,3.5538229,2010,2010
Kepler-324 b,Kepler-324,2014,Transit,501.574,4.385315,2010,2010
Kepler-324 c,Kepler-324,2014,Transit,501.574,51.805612,2010,2010
Kepler-324 e,Kepler-324,2021,Transit,501.574,13.97939968,2020,2020
Kepler-325 b,Kepler-325,2014,Transit,823.242,4.544439,2010,2010
Kepler-325 c,Kepler-325,2014,Transit,823.242,12.762172,2010,2010
Kepler-325 d,Kepler-325,2014,Transit,823.242,38.715185,2010,2010
Kepler-326 b,Kepler-326,2014,Transit,487.675,2.248329,2010,2010
Kepler-326 c,Kepler-326,2014,Transit,487.675,4.580358,2010,2010
Kepler-326 d,Kepler-326,2014,Transit,487.675,6.766888,2010,2010
Kepler-327 b,Kepler-327,2014,Transit,241.987,2.549575,2010,2010
Kepler-327 c,Kepler-327,2014,Transit,241.987,5.212333,2010,2010
Kepler-327 d,Kepler-327,2014,Transit,241.987,13.969457,2010,2010
Kepler-328 b,Kepler-328,2013,Transit,2213.19,34.921,2010,2010
Kepler-328 c,Kepler-328,2013,Transit,2213.19,71.312,2010,2010
Kepler-329 b,Kepler-329,2014,Transit,439.719,7.416397,2010,2010
Kepler-329 c,Kepler-329,2014,Transit,439.719,18.684737,2010,2010
Kepler-33 b,Kepler-33,2011,Transit,1209.16,5.66793,2010,2010
Kepler-33 c,Kepler-33,2011,Transit,1209.16,13.17562,2010,2010
Kepler-33 d,Kepler-33,2011,Transit,1209.16,21.77596,2010,2010
Kepler-33 e,Kepler-33,2011,Transit,1209.16,31.7844,2010,2010
Kepler-33 f,Kepler-33,2011,Transit,1209.16,41.02902,2010,2010
Kepler-330 b,Kepler-330,2014,Transit,717.527,8.25978,2010,2010
Kepler-330 c,Kepler-330,2014,Transit,717.527,15.955387,2010,2010
Kepler-331 b,Kepler-331,2014,Transit,580.119,8.457496,2010,2010
Kepler-331 c,Kepler-331,2014,Transit,580.119,17.28111,2010,2010
Kepler-331 d,Kepler-331,2014,Transit,580.119,32.134328,2010,2010
Kepler-332 b,Kepler-332,2014,Transit,344.19,7.626324,2010,2010
Kepler-332 c,Kepler-332,2014,Transit,344.19,15.995622,2010,2010
Kepler-332 d,Kepler-332,2014,Transit,344.19,34.21154,2010,2010
Kepler-333 b,Kepler-333,2014,Transit,324.413,12.551158,2010,2010
Kepler-333 c,Kepler-333,2014,Transit,324.413,24.08821,2010,2010
Kepler-334 b,Kepler-334,2014,Transit,426.59,5.470319,2010,2010
Kepler-334 c,Kepler-334,2014,Transit,426.59,12.758005,2010,2010
Kepler-334 d,Kepler-334,2014,Transit,426.59,25.09849,2010,2010
Kepler-335 b,Kepler-335,2014,Transit,1278.97,6.562331,2010,2010
Kepler-335 c,Kepler-335,2014,Transit,1278.97,67.844469,2010,2010
Kepler-336 b,Kepler-336,2014,Transit,768.86,2.024823,2010,2010
Kepler-336 c,Kepler-336,2014,Transit,768.86,9.600001,2010,2010
Kepler-336 d,Kepler-336,2014,Transit,768.86,20.678772,2010,2010
